Responder ID,1. Sex,2. Age,3. Household Type,4. Housing Type,5. Do you like gardening?,6. Reason for not liking gardening,7. Do you own plants?,8. If yeas what is the reason you own plants?,9. Have you heard of smart gardening,10. What do yu think it is?,11. Would you buy an SHG device?,12. Have you bough an SHG device?,13. Reason for purchasing a SHG device,14. Where would you use it?,15. What aspects do you care about,16.1 Air Care,16.2 Smartphone App,16.3 Real-time Monitoring,16.4 Environment Control,16.5 Self-watering,16.6 Light Control,17. Which design looks appealing?,18. What would make you likely buy this product?,19. How much are you willing to pay?,20. How often would you grow new plants?,21. What type of plants do you like to grow?,22. How would you purchase this product?,"23. Now, you know a bit more about smart gardening, how likely are you to buy a smart",8.1 Decoration - Home interior,"8.2 Growing herbs, veggies, fruits",8.3 Hobby,8.4 Healing - Reduce Stress,8.5 Well-being ,13.1 It is easy to use,13.2 I can grow perfect and fresh herbs and vegetables,13.3 To teach my kids about gardening/farming,13.4 To make the house look prettier,13.5 I like smart technologies,13.6 Can minimize the time,13.7 Stress relief through plants,15.1 Convenience,15.2 Quality,15.3 Brand,15.4 Price,15.5 Design,15.6 Maintenance service,15.7 Innovation,15.8 Reliability,15.9 Safety,21.1 Succulents,21.2 Flowers,21.3 Fruits,21.4 Vegetables,21.5 Herbs,21.6 Air Purifying Plants
195,2,2,1,2,2,"I don't have time, I don't have the space for plants, Gardening is an expensive hobby",2,"No, I don't own any plants",2,잘 모르겠습니다,2,2,"It is easy to use, Stress relief through plants, To make the house look prettier",House,"Convenience, Price, Design",4,5,4,4,5,5,3,"Aesthetic design, More technological features",2,3,"Succulents, Flowers",2,4,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
196,2,2,3,1,1,"Yes, I like gardening",1,"Hobby, Healing - Reduce Stress",2,홈가드닝에 대한 정보를 제공해주고 가드닝에 필요한 재료들을 모아 구매하기 편리하게 해주는 것,1,2,I can grow perfect and fresh herbs and vegetables,House,"Reliability, Safety",4,3,3,3,4,4,1,"More plant options, Comprehensive gardening guide",4,2,"Vegetables, Herbs",1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
197,2,2,3,1,1,"Yes, I like gardening",1,Healing - Reduce Stress,2,스마트어플을 활용한 식물꾸미기,1,2,"Can minimize the time, To make the house look prettier",House,Price,4,4,4,4,4,4,2,Customization,2,1,Herbs,2,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
198,2,2,5,1,1,"Yes, I like gardening",1,"Growing herbs, veggies, fruits",2,자동 물주기,1,2,It is easy to use,"House, Office/business, Personal Business/Office space",Convenience,2,2,2,2,2,2,1,More technological features,2,2,"Vegetables, Herbs, Air Purifying Plants",1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
199,2,2,2,1,2,I don't have time,2,"No, I don't own any plants",2,모르겠습니다,2,2,Stress relief through plants,House,Convenience,4,3,3,4,4,4,3,Aesthetic design,1,4,Flowers,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200,2,2,1,2,2,"I don't have time, I don't know how to take care of plants, I have to keep the plants for long time",1,Others,2,식물을 알아서 키워주는 장치?,2,2,"Can minimize the time, I like smart technologies",House,"Price, Maintenance service",3,3,1,3,5,5,3,None,1,5,"Vegetables, Herbs",3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
201,2,2,3,1,2,"I don't know how to take care of plants, I have to keep the plants for long time",2,"No, I don't own any plants",2,최신기술 식물 집 ,1,2,I can grow perfect and fresh herbs and vegetables,Office/business,Convenience,4,5,5,4,4,4,3,Event promotion,3,6,Air Purifying Plants,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,2,2,1,2,2,"I don't know how to take care of plants, Gardening is an expensive hobby, I don't like having bugs in the house",2,"No, I don't own any plants",2,모르겠음,2,2,It is easy to use,House,"Convenience, Design",4,2,1,4,3,3,1,"Aesthetic design, More technological features, Comprehensive gardening guide",2,3,"Herbs, Air Purifying Plants",1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
203,2,2,3,1,2,"I don't have the space for plants, I don't enjoy gardening",2,"No, I don't own any plants",2,AI를 기반으로 한 가드닝 ,1,2,It is easy to use,House,"Convenience, Quality, Maintenance service",5,3,4,4,5,4,4,Comprehensive gardening guide,2,4,"Herbs, Air Purifying Plants",1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
204,2,2,3,1,2,"I don't enjoy gardening, I don't like having bugs in the house",2,"No, I don't own any plants",2,iot를 접목한 가드닝,2,2,It is easy to use,Office/business,Convenience,4,4,3,4,4,4,4,Aesthetic design,2,3,"Flowers, Fruits",2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
205,2,2,3,1,2,"I don't like having bugs in the house, I have to keep the plants for long time, 관리하기 귀찮음",2,"No, I don't own any plants",1,사람의 손을 타지 않는 가드닝,1,2,I can grow perfect and fresh herbs and vegetables,House,"Price, Maintenance service",4,2,1,1,5,5,5,"More plant options, 키타",1,6,"Vegetables, Herbs, Others",1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
206,2,2,2,4,1,"Yes, I like gardening",1,Decoration - Home interior,1,인공지능 자동화 ,2,2,I can grow perfect and fresh herbs and vegetables,House,"Price, Design",4,4,4,3,4,4,2,"Aesthetic design, Pick-up wilted plant option, More technological features",2,3,"Flowers, Vegetables, Herbs, Air Purifying Plants",1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1
207,2,2,2,1,2,I don't like having bugs in the house,1,Well-being ,2,주거공간의 식물을 관리해주는 시스템,1,2,"It is easy to use, Can minimize the time, I like smart technologies",House,"Quality, Brand, Price, Design",4,3,4,4,4,4,1,"More plant options, More technological features",5,2,"Succulents, Fruits, Herbs, Air Purifying Plants",5,4,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1
208,2,2,5,4,2,"I don't know how to take care of plants, I don't enjoy gardening, I don't like having bugs in the house",2,"No, I don't own any plants",2,똑똑한 홈 가드닝,2,2,To teach my kids about gardening/farming,House,"Reliability, Safety",4,4,4,4,4,4,1,"Pick-up wilted plant option, More technological features",1,3,"Succulents, Herbs, Air Purifying Plants",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
209,2,2,3,1,1,"Yes, I like gardening",1,"Hobby, Healing - Reduce Stress",1,식물의 상태를 인지하고 알맞은 환경을 유지해주는 자동화 시스템,2,2,To make the house look prettier,Office/business,"Design, Reliability",4,3,3,3,4,4,3,Customization,2,2,"Succulents, Air Purifying Plants",1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
210,2,2,1,3,2,"I don't have time, I don't have the space for plants, I don't like having bugs in the house",2,"No, I don't own any plants",1,들어는 봤지만 정확하게 무엇인지는 모르겠습니다,1,2,"It is easy to use, Stress relief through plants, To make the house look prettier, I like smart technologies",House,"Convenience, Price, Design, Maintenance service, Reliability, Safety",2,2,2,2,2,2,2,"Aesthetic design, More technological features, Comprehensive gardening guide",3,4,"Succulents, Herbs, Air Purifying Plants",2,3,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1
211,2,2,1,2,1,"Yes, I like gardening",1,Healing - Reduce Stress,2,알아서 식물 키우기,2,2,It is easy to use,House,"Convenience, Design, Maintenance service",3,1,2,3,4,4,2,More technological features,2,6,Succulents,6,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
212,2,2,3,4,2,I don't enjoy gardening,2,"No, I don't own any plants",2,관심 정성,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables",House,Convenience,4,4,4,3,4,3,3,More plant options,4,4,"Succulents, Air Purifying Plants",1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
213,2,2,1,2,2,I don't know how to take care of plants,2,"No, I don't own any plants",2,알아서 식물을 키워주는,1,2,"It is easy to use, Stress relief through plants",House,"Convenience, Price, Maintenance service",4,3,3,4,4,4,3,Comprehensive gardening guide,2,3,"Herbs, Air Purifying Plants",1,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
214,2,2,3,1,2,"I don't have time, I don't know how to take care of plants",2,"No, I don't own any plants",1,스마트 기술을 접목시킨 가드닝 방식,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Can minimize the time, I like smart technologies",House,"Convenience, Quality, Brand, Price, Design, Maintenance service, Innovation, Reliability, Safety",3,4,2,4,3,3,3,"More technological features, Comprehensive gardening guide",3,2,"Succulents, Flowers, Air Purifying Plants",6,4,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
215,2,3,2,3,2,"I don't know how to take care of plants, I don't know where to start, I don't like having bugs in the house",1,Decoration - Home interior,1,"인위적 자연가꾸기 / LED식물등, 공청기 등 ",1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Stress relief through plants, Can minimize the time",Office/business,"Convenience, Quality, Price, Maintenance service, Reliability, Safety",5,3,3,4,5,5,3,"More plant options, Comprehensive gardening guide",2,2,"Flowers, Vegetables, Air Purifying Plants",1,3,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1
216,2,3,5,3,1,"Yes, I like gardening",1,"Decoration - Home interior, Healing - Reduce Stress",2,식물 잘 키우기,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, To make the house look prettier",House,"Convenience, Price, Maintenance service",5,3,3,4,4,4,2,"More plant options, More technological features",2,2,"Herbs, Air Purifying Plants",2,4,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
217,2,3,5,3,1,"Yes, I like gardening",1,"Decoration - Home interior, Healing - Reduce Stress",2,식물 잘 가꾸기,1,2,"I can grow perfect and fresh herbs and vegetables, To teach my kids about gardening/farming",House,"Convenience, Quality, Safety",4,3,3,4,4,4,2,"More plant options, More technological features, Comprehensive gardening guide",3,2,"Herbs, Air Purifying Plants",2,4,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
218,2,3,5,1,1,"I don't have time, I don't know how to take care of plants",2,"Hobby, Healing - Reduce Stress, Well-being ",2,집에서 식물키우기?,1,2,"I can grow perfect and fresh herbs and vegetables, To teach my kids about gardening/farming, To make the house look prettier",House,"Convenience, Quality, Brand, Price, Maintenance service",4,2,4,4,2,2,1,"Aesthetic design, More plant options, Comprehensive gardening guide",1,2,"Succulents, Flowers, Fruits, Vegetables, Herbs",1,4,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0
219,2,3,3,1,1,"I don't know how to take care of plants, I don't have the space for plants",1,"Decoration - Home interior, Growing herbs, veggies, fruits",1,  집에서 키우는 식물,1,2,I can grow perfect and fresh herbs and vegetables,House,"Convenience, Price, Maintenance service",5,4,3,3,3,3,4,Aesthetic design,1,2,"Succulents, Fruits, Vegetables",1,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
220,2,3,5,1,1,"Yes, I like gardening",1,Others,2,자동으로 식물을 관리해주는 시스템,2,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables",House,"Quality, Maintenance service, Reliability",5,4,1,5,5,5,4,Pick-up wilted plant option,4,2,Air Purifying Plants,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
221,2,3,3,1,2,"I don't enjoy gardening, I don't like having bugs in the house",2,"No, I don't own any plants",2,기계가 알아서 식물키워주기,2,2,It is easy to use,House,Price,4,4,4,4,4,4,4,More technological features,1,1,Succulents,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
222,2,3,5,1,2,"I don't know how to take care of plants, I don't enjoy gardening",2,"No, I don't own any plants",1,실내에 식물을 실외처럼 키울수있도록 설비 설치하고 키우는 곳,2,2,"Stress relief through plants, To make the house look prettier","House, Office/business","Convenience, Price, Maintenance service, Reliability",4,4,4,4,4,4,1,Comprehensive gardening guide,3,3,Air Purifying Plants,2,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
223,2,3,3,3,1,"Yes, I like gardening",1,"Decoration - Home interior, Healing - Reduce Stress",2,사물인터넷을 활용한 가드닝,2,2,I can grow perfect and fresh herbs and vegetables,House,"Convenience, Price, Maintenance service",2,4,2,2,4,2,4,More technological features,3,2,Herbs,1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
224,2,3,2,1,1,"Yes, I like gardening",1,Healing - Reduce Stress,2,집안에서 키우는 식물을 어떻게 키울지 알려주는 것,1,2,I can grow perfect and fresh herbs and vegetables,House,Maintenance service,4,2,4,4,4,4,3,Comprehensive gardening guide,2,1,"Herbs, Air Purifying Plants",1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
225,2,3,5,1,2,I don't have time,1,Decoration - Home interior,2,집에서 할수있는거,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables",House,"Convenience, Maintenance service",2,2,2,2,2,2,1,"Aesthetic design, Pick-up wilted plant option, More technological features",2,1,Succulents,3,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
226,2,3,5,1,2,"I don't have time, I don't know how to take care of plants",2,"No, I don't own any plants",2,식물키우기,2,2,To teach my kids about gardening/farming,House,Price,4,4,4,3,4,4,1,"More plant options, Pick-up wilted plant option",1,4,"Succulents, Herbs, Air Purifying Plants",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
227,2,3,1,1,2,I don't have the space for plants,2,"No, I don't own any plants",2,알람해주는건ㄱㅏ?핸드폰연동해서?,2,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables",Office/business,"Convenience, Quality, Price, Safety",4,5,5,5,5,5,5,"Pick-up wilted plant option, Event promotion",1,2,"Fruits, Vegetables, Herbs, Air Purifying Plants",2,5,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
228,2,3,5,1,1,"Yes, I like gardening",1,Healing - Reduce Stress,2,수경재배로 하는 식용야채 기르기,2,2,To teach my kids about gardening/farming,Office/business,"Design, Maintenance service",4,4,4,4,4,4,3,More plant options,2,4,"Flowers, Vegetables, Herbs, Air Purifying Plants",2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
229,2,3,1,2,2,I don't enjoy gardening,2,"No, I don't own any plants",2,.,2,2,I can grow perfect and fresh herbs and vegetables,Office/business,Design,2,4,2,3,2,2,3,Aesthetic design,2,5,Herbs,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
230,2,3,5,3,1,"Yes, I like gardening",1,"Decoration - Home interior, Growing herbs, veggies, fruits, Hobby, Healing - Reduce Stress, Well-being ",2,"처음 듣지만, IOT, 인공 빛, 자동 급수 등",2,2,None,Office/business,"Convenience, Maintenance service, Reliability",5,5,5,5,5,5,4,Event promotion,1,2,"Fruits, Herbs, Air Purifying Plants",2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1
231,2,4,2,1,2,I don't know how to take care of plants,1,Healing - Reduce Stress,2,모름,1,2,It is easy to use,House,Convenience,4,4,4,3,2,2,3,More technological features,1,5,Air Purifying Plants,1,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,2,5,2,1,1,I don't like having bugs in the house,1,Decoration - Home interior,2,집에서  화초키우는사람,1,2,Stress relief through plants,House,"Quality, Design",4,4,4,4,4,4,3,Aesthetic design,4,4,Air Purifying Plants,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
233,2,2,2,1,2,"I don't have time, I don't know how to take care of plants, I don't have the space for plants",2,"No, I don't own any plants",2,집에서 키우는 에이아이식 식물,2,2,"It is easy to use, Stress relief through plants",House,"Convenience, Quality, Design",5,4,4,4,4,4,3,Aesthetic design,2,2,"Flowers, Air Purifying Plants",3,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
234,2,2,2,1,1,"Yes, I like gardening",1,"Growing herbs, veggies, fruits",2,"스마트폰, 정기적 관리, 정보제공 ",1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables",House,"Convenience, Quality, Price, Design, Maintenance service",3,3,2,4,4,4,1,"Customization, More plant options, More technological features",2,4,"Vegetables, Herbs, Air Purifying Plants",1,4,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1
235,2,1,3,1,1,"Yes, I like gardening",1,Decoration - Home interior,2,똑똑하게 식물키우기,1,2,I can grow perfect and fresh herbs and vegetables,House,Design,4,3,3,3,3,3,3,More plant options,2,3,"Succulents, Flowers, Herbs, Air Purifying Plants",1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
236,2,1,1,2,2,"I don't have time, I don't have the space for plants, I don't like having bugs in the house",2,"No, I don't own any plants",2,집에서 똑똑하게 식물키우기,2,2,To make the house look prettier,House,Maintenance service,4,3,3,3,4,4,5,Aesthetic design,1,5,"Succulents, Flowers, Fruits",2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
237,2,1,2,4,2,I don't have time,2,"No, I don't own any plants",2,집 정원,1,2,To make the house look prettier,House,"Price, Design",4,1,1,4,4,4,5,"Aesthetic design, More technological features",2,4,"Succulents, Flowers, Fruits",1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
238,1,2,2,4,2,I don't have time,2,"No, I don't own any plants",2,모르겠어요,2,2,I like smart technologies,House,Safety,4,4,4,4,4,4,4,None,1,1,"Vegetables, Herbs, Air Purifying Plants",2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
239,2,2,2,4,2,"I don't know how to take care of plants, I don't know where to start",1,"Decoration - Home interior, Healing - Reduce Stress",2,모르겠어요,1,2,It is easy to use,House,"Convenience, Design",4,3,3,3,3,3,1,Pick-up wilted plant option,1,3,"Flowers, Air Purifying Plants",1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
240,1,2,3,4,2,I don't have time,2,"No, I don't own any plants",2,식물키우는 것에 대한 도움주는곳?,2,2,"It is easy to use, Stress relief through plants",House,Convenience,5,5,3,4,5,5,4,Aesthetic design,1,5,"Succulents, Air Purifying Plants",1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
241,2,2,2,4,1,"Yes, I like gardening",1,"Decoration - Home interior, Healing - Reduce Stress",2,방향성이 제시되어있어 누구든지 손쉽게 따라갈수있는 제안서,1,2,It is easy to use,Personal Business/Office space,"Convenience, Design, Safety",5,5,2,5,4,3,2,More plant options,5,3,Succulents,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
242,1,3,5,1,2,I don't have the space for plants,2,"No, I don't own any plants",2,나를 도와주는 가드너,1,2,I can grow perfect and fresh herbs and vegetables,House,"Price, Design, Safety",4,3,1,1,3,3,1,Aesthetic design,2,3,Herbs,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
243,2,1,2,4,2,"I don't have time, I don't have the space for plants, I don't enjoy gardening",2,"No, I don't own any plants",2,"자동 급수, 자동 채광, 자동화",2,2,Can minimize the time,Office/business,"Convenience, Price",3,4,1,2,4,3,3,Event promotion,2,5,"Herbs, Air Purifying Plants",6,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
244,1,3,5,4,2,"I don't have the space for plants, I don't like having bugs in the house",1,Kids like it,2,모르겠다,1,2,To teach my kids about gardening/farming,House,"Convenience, Price",4,4,4,4,2,2,4,Event promotion,1,2,"Succulents, Flowers, Herbs, Air Purifying Plants",1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1
245,1,3,5,4,2,"I don't have the space for plants, I don't like having bugs in the house",1,Kids like it,2,모르겠다,1,2,To teach my kids about gardening/farming,House,"Convenience, Price",4,4,4,4,2,2,4,Event promotion,1,2,"Succulents, Flowers, Herbs, Air Purifying Plants",1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1
246,2,4,3,1,1,"Yes, I like gardening",1,"Decoration - Home interior, Healing - Reduce Stress",2,스마트 활용 가드닝이 아닐까요?,2,2,Can minimize the time,House,"Convenience, Price",5,5,5,5,5,5,4,Event promotion,1,2,"Flowers, Vegetables, Air Purifying Plants",1,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
247,1,3,1,4,2,"I don't like having bugs in the house, Others",2,"No, I don't own any plants",2,휴대폰 앱으로 관리하는 시스템?,1,2,"It is easy to use, Others",Office/business,Convenience,3,5,3,4,1,1,1,Comprehensive gardening guide,2,5,Air Purifying Plants,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,2,3,1,1,2,"I don't know how to take care of plants, I don't enjoy gardening",1,Healing - Reduce Stress,1,정보기술을 활용한 가드닝 기법,1,2,"It is easy to use, Can minimize the time",House,"Convenience, Quality, Price, Design, Maintenance service",4,5,5,4,5,5,3,"More plant options, Comprehensive gardening guide",3,5,"Succulents, Herbs, Air Purifying Plants",1,4,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
249,2,2,1,2,2,"I don't have time, I don't have the space for plants",2,Decoration - Home interior,2,처음들어보는 단어라 잘 모르겠습니다,2,2,Stress relief through plants,Office/business,"Quality, Price",3,2,3,3,3,3,3,Aesthetic design,1,6,Flowers,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
250,2,2,5,1,1,"Yes, I like gardening",1,Decoration - Home interior,2,인테리어,2,2,I can grow perfect and fresh herbs and vegetables,Personal Business/Office space,Design,3,3,3,3,3,3,3,Aesthetic design,2,2,Succulents,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,14,32,62,18,125,81,30,47,31,48,57,173,76,16,121,97,91,23,48,51,70,113,46,76,130,160
